SRX1690216	MYCN	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	"growth condition=10% Tet-Free FBS, RPMI"	treated with=None	input=SHEP21_0HR_INPUT_NOSPIKE								
SRX1690217	TWIST1	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	"growth condition=10% Tet-Free FBS, RPMI"	treated with=None	input=SHEP21_0HR_INPUT_NOSPIKE								
SRX1690218	TWIST1	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	"growth condition=10% Tet-Free FBS, RPMI"	treated with=0.2 ug/mL DOX for 24HR	input=SHEP21_24HR_INPUT_NOSPIKE								
SRX1690222	MYCN	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	"growth condition=10% Tet-Free FBS, RPMI"	treated with=0.2 ug/mL DOX for 24HR	input=SHEP21_24HR_INPUT_NOSPIKE_rep2								
SRX1690226	MYCN	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	"growth condition=10% Tet-Free FBS, RPMI"	treated with=0.2 ug/mL DOX for 2HR	input=SHEP21_2HR_INPUT								
SRX1690227	TWIST1	Neural	Neuroblastoma	source_name=SHEP-21N_Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	"growth condition=10% Tet-Free FBS, RPMI"	treated with=0.2 ug/mL DOX for 2HR	input=SHEP21_2HR_INPUT_NOSPIKE								
SRX1690255	MYCN	Neural	Neuroblastoma	source_name=Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	input=SHEP21_0HR_INPUT	treatment=None	"growth condition=10% Tet-Free FBS, RPMI"								
SRX1690259	MYCN	Neural	Neuroblastoma	source_name=Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	input=SHEP21_24HR_INPUT	treatment=0.2 ug/mL DOX for 24HR	"growth condition=10% Tet-Free FBS, RPMI"								
SRX1690263	MYCN	Neural	Neuroblastoma	source_name=Neuroblastoma	cell line=SHEP-21N	cell type=neuroblastoma cell line	input=SHEP21_2HR_INPUT	treatment=0.2 ug/mL DOX for 2HR	"growth condition=10% Tet-Free FBS, RPMI"								
SRX17491426	AGO2	Blood	Macrophages	source_name=human monocyte-derived macrophages	cell line=human monocyte-derived macrophages	treatment=transfected with mimics negative control											
SRX17491428	AGO2	Blood	Macrophages	source_name=human monocyte-derived macrophages	cell line=human monocyte-derived macrophages	treatment=transfected with miR-204-3p mimics											
SRX1781649	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts	passages=5-7	genotype=lipodystrophy patient with LMNA p.R482W mutation	cell type=Fibroblasts										
SRX1781653	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts	passages=5-7	genotype=lipodystrophy patient with LMNA p.R482W mutation	cell type=Fibroblasts										
SRX1781655	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts	passages=5-7	genotype=lipodystrophy patient with LMNA p.R482W mutation	cell type=Fibroblasts										
SRX1781657	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts	passages=5-7	genotype=normal	cell type=Fibroblasts										
SRX1781659	LMNA	Epidermis	Dermal fibroblast	source_name=primary dermal fibroblasts	passages=5-7	genotype=lipodystrophy patient with LMNA p.R482W mutation	cell type=Fibroblasts										
SRX17834083	BATF	Blood	T cells	source_name=blood	tissue=blood	cell type=Primary T cells	genotype=CAR-T WT	treatment=co-culture with NCI-H226-luciferase at E:T=2:1 for 24h									
SRX17834084	BATF	Blood	T cells	source_name=blood	tissue=blood	cell type=Primary T cells	genotype=CAR-T WT	treatment=co-culture with NCI-H226-luciferase at E:T=2:1 for 24h									
SRX17966409	GATA1	Blood	Erythroblasts	source_name=Human erythroblasts	tissue=Adult peripheral blood	cell type=CD34+ derived erythroblasts	differentiation=Day 11	genotype=Let-7 KD									
SRX17966411	GATA1	Blood	Erythroblasts	source_name=Human erythroblasts	tissue=Adult peripheral blood	cell type=CD34+ derived erythroblasts	differentiation=Day 11	genotype=Let-7 KD									
SRX17966413	HIC2	Blood	Erythroblasts	source_name=Human erythroblasts	tissue=Adult peripheral blood	cell type=CD34+ derived erythroblasts	differentiation=Day 11	genotype=Let-7 KD									
SRX17966414	HIC2	Blood	Erythroblasts	source_name=Human erythroblasts	tissue=Adult peripheral blood	cell type=CD34+ derived erythroblasts	differentiation=Day 11	genotype=Scramble control									
SRX1799522	TRIM28	Blood	CD4+ T cells	source_name=CD4_ACT_KAP1	tissue=peripheral blood	cell type=CD4+ T lymphocytes	"culture condition=3-day culture in activating condition (anti-CD3, anti-CD28, IL-2)"										
SRX1799528	TRIM28	Blood	CD4+ T cells	source_name=CD4_ACT_KAP1	tissue=peripheral blood	cell type=CD4+ T lymphocytes	"culture condition=3-day culture in activating condition (anti-CD3, anti-CD28, IL-2)"										
SRX1799531	TRIM28	Blood	CD4+ T cells	source_name=CD4_REST_KAP1	tissue=peripheral blood	cell type=CD4+ T lymphocytes	culture condition=no treatment										
SRX1799591	TBX21	Blood	Th1 Cells	source_name=In vitro differentiated Th1 cells	cell type=Th1	treatment/agent=anti-CD3/CD28											
SRX1799593	TBX21	Blood	Th1 Cells	source_name=In vitro differentiated Th1 cells	cell type=Th1	treatment/agent=anti-CD3/CD28											
SRX18031711	TP63	Lung	Bronchial epithelial cells	source_name=Human Bronchial Epithelial Cells													
SRX18119380	MYB	Others	Salivary Glands	source_name=Human tumor salivary gland (MYB-NFIB fusion)	disease state=salivary adenoid cystic carcinoma	cell type=Human tumor salivary gland (MYB-NFIB fusion)											
SRX18156222	FOXA2	Liver	Liver	source_name=Liver	tissue=liver	disease state=Mild NAFLD											
SRX18156223	FOXA2	Liver	Liver	source_name=Liver	tissue=liver	disease state=Mild NAFLD											
SRX18156224	FOXA2	Liver	Liver	source_name=Liver	tissue=liver	disease state=Mild NAFLD											
SRX18156225	LMNB1	Liver	Liver	source_name=Liver	tissue=liver	disease state=Mild NAFLD											
SRX18156226	LMNB1	Liver	Liver	source_name=Liver	tissue=liver	disease state=Mild NAFLD											
SRX18156227	LMNB1	Liver	Liver	source_name=Liver	tissue=liver	disease state=Mild NAFLD											
SRX1823797	BRD4	Bone	Osteoblasts	source_name=DIF_BRD4	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823798	BRD4	Bone	Osteoblasts	source_name=DIF_BRD4	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823799	BRD4	Bone	Osteoblasts	source_name=DIF_BRD4	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823800	BRD4	Bone	Osteoblasts	source_name=UND_BRD4	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=undifferentiated										
SRX1823801	BRD4	Bone	Osteoblasts	source_name=UND_BRD4	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=undifferentiated										
SRX1823802	BRD4	Bone	Osteoblasts	source_name=UND_BRD4	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=undifferentiated										
SRX1823809	CEBPB	Bone	Osteoblasts	source_name=DIF_CEBPb	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823810	CEBPB	Bone	Osteoblasts	source_name=DIF_CEBPb	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823811	FOSL2	Bone	Osteoblasts	source_name=DIF_FOSL2	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823812	FOSL2	Bone	Osteoblasts	source_name=DIF_FOSL2	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823813	JUND	Bone	Osteoblasts	source_name=DIF_JUND	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823814	JUND	Bone	Osteoblasts	source_name=DIF_JUND	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823815	TEAD1	Bone	Osteoblasts	source_name=DIF_TEAD1	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823816	TEAD1	Bone	Osteoblasts	source_name=DIF_TEAD1	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823817	STAT3	Bone	Osteoblasts	source_name=DIF_STAT3	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1823818	STAT3	Bone	Osteoblasts	source_name=DIF_STAT3	immortalization type=SV40 large T antigen immortalized	cell type=human Fetal Osteoblasts (hFOB)	protocol=differentiated for 5 days into osteoblastic lineage										
SRX1829883	INO80	Epidermis	Melanocytes	source_name=Melanocyte													
SRX1842780	MYCN	Neural	Neuroblastoma	source_name=MYCN3 cells	cell type=Neuroblastoma cell line with inducible MYCN expression	cell line=MYCN3 (SHEP-MYCN-TET)	condition=mycn-low										
SRX1842781	MYCN	Neural	Neuroblastoma	source_name=MYCN3 cells	cell type=Neuroblastoma cell line with inducible MYCN expression	cell line=MYCN3 (SHEP-MYCN-TET)	condition=mycn-high										
SRX18517819	NUP98	Epidermis	Keratinocytes	source_name=human keratinocytes	treatment=DMSO	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX18517820	NUP98	Epidermis	Keratinocytes	source_name=human keratinocytes	treatment=ROM	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX18672592	CTCF	Neural	Microglia	source_name=Microglia	cell line=C20	treatment=CTCF-KD											
SRX18672593	CTCF	Neural	Microglia	source_name=Microglia	cell line=C20	treatment=CTCF-KD											
SRX1878943	BRD4	Others	Fibroblasts	"source_name=Fibroblast cell line, empty vector added"	cell line=7250	cell type=fibroblast	enrichment target=BRD4	"target function=Acetylated Lysine Reader, Active Enhancers"									
SRX1878944	BRD4	Others	Fibroblasts	"source_name=Fibroblast cell line, PAX3-FOXO1 vector added"	cell line=7250	cell type=fibroblast	enrichment target=BRD4	"target function=Acetylated Lysine Reader, Active Enhancers"									
SRX188960	CTCF	Others	Spleen	source_name=Spleen_OC	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	controlid=wgEncodeEH003455	"replicate=1,2"	controlid=wgEncodeEH003455	replicate=1							
SRX188963	CTCF	Kidney	Kidney	source_name=Kidney_OC	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	controlid=wgEncodeEH003451	"replicate=1,3,2"	controlid=wgEncodeEH003451	replicate=1							
SRX188970	CTCF	Neural	Medullo	source_name=Medullo	datatype=ChipSeq	datatype description=Chromatin IP Sequencing	controlid=wgEncodeEH003441	"replicate=1,2"	cell sex=U	controlid=wgEncodeEH003441							
SRX19123211	DAXX	Blood	B cells	source_name=Human B lymphocytes	cell line=Human B lymphocytes	disease state=C9HRE ALS/FTD											
SRX19123214	DAXX	Blood	B cells	source_name=Human B lymphocytes	cell line=Human B lymphocytes	disease state=C9HRE ALS/FTD											
SRX1916933	DNMT3A	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells	passage=5	tissue=Foreskin											
SRX1916934	DNMT3B	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells	passage=5	tissue=Foreskin											
SRX1916935	DNMT3A	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells	passage=5	tissue=Foreskin											
SRX1916936	DNMT3B	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells	passage=5	tissue=Foreskin											
SRX1916937	DNMT3A	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells	passage=5	tissue=Foreskin											
SRX1916938	DNMT3B	Epidermis	Epidermal stem cells	source_name=Epidermal Stem Cells	passage=5	tissue=Foreskin											
SRX1920486	STAT5A	Blood	Memory T cells	source_name=HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells	treatment=3 h IL-2												
SRX1920488	STAT5A	Blood	Memory T cells	source_name=HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells	treatment=3 h IL-2 + 100 micromolar HODHBt												
SRX19304507	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304509	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304518	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304527	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304538	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304546	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304559	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304567	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304575	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304584	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304593	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304598	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304607	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304615	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304625	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304635	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304644	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304655	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304664	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous gluteofemoral fat	tissue=subcutaneous gluteofemoral fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
SRX19304673	CTCF	Adipocyte	Adipose stem cells	source_name=subcutaneous abdominal fat	tissue=subcutaneous abdominal fat	cell line=adipose derived stem cells (ASC)	cell type=stem cells										
