DRX044425	CTCF	Blood	T cells	sample_name=003_ED_ChIP_CTCF_1	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 1
DRX044426	CTCF	Blood	T cells	sample_name=004_ED_ChIP_CTCF_2	cell_line=ED cells	cell_type=T cell	replicate=biological replicate 2										
SRX200048	LMNA	Epidermis	Forearm skin	"source_name=normal forearm skin biopsy, lamin ChIP"	disease status=normal	tissue=forearm skin biopsy	cell type=fibroblasts	gender=male	cell line=HGFDFN168	passage=16							
SRX20097673	VDR	Epidermis	Foreskin	source_name=Foreskin	tissue=Foreskin	cell type=cultured keratinocyte	treatment=Vehicle										
SRX20097674	VDR	Epidermis	Foreskin	source_name=Foreskin	tissue=Foreskin	cell type=cultured keratinocyte	treatment=Vehicle										
SRX20097675	VDR	Epidermis	Foreskin	source_name=Foreskin	tissue=Foreskin	cell type=cultured keratinocyte	treatment=Vehicle										
SRX20097679	TP63	Epidermis	Foreskin	source_name=Foreskin	tissue=Foreskin	cell type=cultured keratinocyte	treatment=Vehicle										
SRX20097680	TP63	Epidermis	Foreskin	source_name=Foreskin	tissue=Foreskin	cell type=cultured keratinocyte	treatment=Vehicle										
SRX2013090	MYCN	Blood	CD34 Hematopoietic stem cells	"source_name=bone marrow CD34+ cells, untreated"	cell type=human bone marrow hematopoietic stem and progenitor cells												
SRX2013091	MYCN	Blood	CD34 Hematopoietic stem cells	"source_name=bone marrow CD34+ cells, untreated"	cell type=human bone marrow hematopoietic stem and progenitor cells												
SRX2013092	MYCN	Blood	CD34 Hematopoietic stem cells	"source_name=bone marrow CD34+ cells, untreated"	cell type=human bone marrow hematopoietic stem and progenitor cells												
SRX2013093	MYCN	Blood	CD34 Hematopoietic stem cells	"source_name=bone marrow CD34+ cells, untreated"	cell type=human bone marrow hematopoietic stem and progenitor cells												
SRX20140879	CPSF3L	Neural	Neural progenitor cells	source_name=NPC	cell line=NPC	cell type=neuronal progenitor cell differentated from pluripotent stem cells	genotype=wt	treatment=No treatment									
SRX20140880	CPSF3L	Neural	Neural progenitor cells	source_name=NPC	cell line=NPC	cell type=neuronal progenitor cell differentated from pluripotent stem cells	genotype=wt	treatment=No treatment									
SRX2014554	SMC1A	Epidermis	Keratinocytes	source_name=Human epidermal keratinocytes	cell type=Primary human epidermal keratinocytes	tissue=Neonatal foreskin											
SRX20419390	HDAC1	Epidermis	Keratinocytes	source_name=human keratinoctyes	treatment=none	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX20419391	HDAC1	Epidermis	Keratinocytes	source_name=human keratinoctyes	treatment=none	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX20419392	NUP98	Epidermis	Keratinocytes	source_name=human keratinoctyes	treatment=none	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX20420586	BATF	Blood	T cells	source_name=Blood	individual=donor 3	tissue=Blood	cell line=Primary cells	cell type=T cells	genotype=TFAP4 knockin	treatment=None							
SRX20440536	NUP98	Epidermis	Keratinocytes	source_name=human keratinoctyes	treatment=none	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX20517420	HDAC1	Epidermis	Keratinocytes	source_name=human keratinoctyes	treatment=none	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX20517422	HDAC1	Epidermis	Keratinocytes	source_name=human keratinoctyes	treatment=none	cell type=primary human neonatal keratinocytes	tissue=Foreskin										
SRX20662341	CBFB	Muscle	Skeletal muscle	source_name=Skeletal muscle cell	"cell type=Primary Skeletal Muscle Cells, ATCC, PCS-950-010, adapted to 10% FBS in DMEM"	chip antibodies=CBFβ (D4N2N) Rabbit mAb (#62184S)	treatment=untreated										
SRX20662342	CBFB	Muscle	Skeletal muscle	source_name=Skeletal muscle cell	"cell type=Primary Skeletal Muscle Cells, ATCC, PCS-950-010, adapted to 10% FBS in DMEM"	chip antibodies=CBFβ (D4N2N) Rabbit mAb (#62184S)	treatment=untreated										
SRX20662345	YAP1	Muscle	Skeletal muscle	source_name=Skeletal muscle cell	"cell type=Primary Skeletal Muscle Cells, ATCC, PCS-950-010, adapted to 15% FBS in DMEM"	chip antibodies=YAP1 Mouse mAb (63.7) (sc-101199)	treatment=untreated										
SRX20871832	IRX2	Cardiovascular	Cardiac fibroblasts	source_name=Human cardiac fibroblast	cell type=Human cardiac fibroblast												
SRX20871833	IRX2	Cardiovascular	Cardiac fibroblasts	source_name=Human cardiac fibroblast	cell type=Human cardiac fibroblast												
SRX20971022	KAT6A	Others	Fibroblasts	"source_name=fibroblast cells,KAT6A"	cell type=fibroblast	age=6	disease state=KAT6A										
SRX20971023	KAT6A	Others	Fibroblasts	"source_name=fibroblast cells,KAT6A"	cell type=fibroblast	age=18	disease state=KAT6A										
SRX20995041	MTA2	Epidermis	Keratinocytes	source_name=skin	tissue=skin	cell type=Keratinocytes											
SRX20995042	MTA2	Epidermis	Keratinocytes	source_name=skin	tissue=skin	cell type=Keratinocytes											
SRX20995043	MTA2	Epidermis	Keratinocytes	source_name=skin	tissue=skin	cell type=Keratinocytes											
SRX20995045	MTA2	Epidermis	Keratinocytes	source_name=skin	tissue=skin	cell type=Keratinocytes											
SRX20995046	MTA2	Epidermis	Keratinocytes	source_name=skin	tissue=skin	cell type=Keratinocytes											
SRX20995047	MTA2	Epidermis	Keratinocytes	source_name=skin	tissue=skin	cell type=Keratinocytes											
SRX212351	HIF1A	Blood	Macrophages	source_name=macrophage	donor=1	stress=Normoxy 20% O2	treatment=none										
SRX212352	HIF1A	Blood	Macrophages	source_name=macrophage	donor=2	stress=Normoxy 20% O2	treatment=none										
SRX212356	EPAS1	Blood	Macrophages	source_name=macrophage	donor=2	stress=Normoxy 20% O2	treatment=none										
SRX212357	EPAS1	Blood	Macrophages	source_name=macrophage	donor=1	stress=Hypoxy 1% O2 4 hours	treatment=none										
SRX212358	EPAS1	Blood	Macrophages	source_name=macrophage	donor=2	stress=Hypoxy 1% O2 4 hours	treatment=none										
SRX212432	STAT5A	Blood	Treg	source_name=CD4+CD25+CD45RA+ expanded naive regulatory T cells	donor=A	cell type=CD4+CD25+CD45RA+ expanded naive regulatory T cells											
SRX212433	STAT5A	Blood	CD4+ T cells	source_name=CD4+CD25- expanded conventional T cells	donor=S030b	cell type=CD4+CD25- expanded conventional T cells											
SRX212434	STAT5A	Blood	CD4+ T cells	source_name=CD4+CD25- expanded conventional T cells	donor=B	cell type=CD4+CD25- expanded conventional T cells											
SRX212437	ETS1	Blood	Treg	source_name=CD4+CD25+CD45RA+ expanded naive regulatory T cells	donor=A	cell type=CD4+CD25+CD45RA+ expanded naive regulatory T cells											
SRX212438	ETS1	Blood	Treg	source_name=CD4+CD25+CD45RA+ expanded naive regulatory T cells	donor=S030b	cell type=CD4+CD25+CD45RA+ expanded naive regulatory T cells											
SRX212439	ETS1	Blood	Treg	source_name=CD4+CD25+CD45RA+ expanded naive regulatory T cells	donor=G	cell type=CD4+CD25+CD45RA+ expanded naive regulatory T cells											
SRX212440	ETS1	Blood	CD4+ T cells	source_name=CD4+CD25- expanded conventional T cells	donor=S030b	cell type=CD4+CD25- expanded conventional T cells											
SRX212441	ETS1	Blood	CD4+ T cells	source_name=CD4+CD25- expanded conventional T cells	donor=G	cell type=CD4+CD25- expanded conventional T cells											
SRX212442	RUNX1	Blood	Treg	source_name=CD4+CD25+CD45RA+ expanded naive regulatory T cells	donor=S030b	cell type=CD4+CD25+CD45RA+ expanded naive regulatory T cells											
SRX212445	FOXP3	Blood	Treg	source_name=CD4+CD25+CD45RA+ expanded naive regulatory T cells	donor=S30b	cell type=CD4+CD25+CD45RA+ expanded naive regulatory T cells											
SRX212446	FOXP3	Blood	Treg	source_name=CD4+CD25+CD45RA+ expanded naive regulatory T cells	donor=A	cell type=CD4+CD25+CD45RA+ expanded naive regulatory T cells											
SRX212447	FOXP3	Blood	CD4+ T cells	source_name=CD4+CD25- expanded conventional T cells	donor=S30b	cell type=CD4+CD25- expanded conventional T cells											
SRX212448	FOXP3	Blood	CD4+ T cells	source_name=CD4+CD25- expanded conventional T cells	donor=F	cell type=CD4+CD25- expanded conventional T cells											
SRX2166885	BRD4	Neural	Retina	source_name=retina	age=fetal week 13												
SRX2166886	BRD4	Neural	Retina	source_name=retina	age=fetal week 15												
SRX2166887	BRD4	Neural	Retina	source_name=retina	age=fetal week 20												
SRX2166888	BRD4	Neural	Retina	source_name=retina	age=fetal week 23												
SRX218418	GATA1	Blood	Erythroid Cells	source_name=R3/R4 Erythroid cells	cell=R3/R4 Erythroid cells												
SRX218419	KLF1	Blood	Erythroid Cells	source_name=R3/R4 Erythroid cells	cell=R3/R4 Erythroid cells												
SRX218420	NFE2	Blood	Erythroid Cells	source_name=R3/R4 Erythroid cells	cell=R3/R4 Erythroid cells												
SRX218421	EP300	Blood	Erythroid Cells	source_name=R3/R4 Erythroid cells	cell=R3/R4 Erythroid cells												
SRX21849426	VDR	Muscle	Skeletal muscle	source_name=Skeletal muscle	tissue=Skeletal muscle	treatment=1 week post-ACLR											
SRX22532981	ZNF189	Adipocyte	Adipocytes	source_name=adipocyte	cell type=adipocyte												
SRX2254716	TRF2	Muscle	Myotube	source_name=Post-mitotic differentiated muscle cells - MYOTUBES	cell type=Post-mitotic differentiated muscle cells (myotubes)	origin=Muscle biopsy - deltoid	viral transduction=sh Scramble										
SRX2268289	CHD1	Others	Mesenchymal stem cells	source_name=Bone marrow derived mesenchymal stem cells	differentiation-induction=Undifferentiated												
SRX2281258	KMT2A	Blood	Cord blood mononuclear	source_name=Cord blood	cell type=Mononuclear cells from full-term cord blood												
SRX23045260	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=Vehicle											
SRX23045261	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=Vehicle											
SRX23045262	GLI1	Epidermis	Dermal fibroblast	source_name=Human dermal fibroblasts	cell type=Human dermal fibroblasts	treatment=Vehicle											
SRX23335286	EZH2	Epidermis	Foreskin	source_name=foreskin fibroblasts	cell type=foreskin fibroblasts	age=0	passage number=2										
SRX23335287	EZH2	Epidermis	Foreskin	source_name=foreskin fibroblasts	cell type=foreskin fibroblasts	age=0	passage number=2										
SRX23335288	EZH2	Epidermis	Dermal fibroblast	source_name=dermal fibroblasts	cell type=dermal fibroblasts	age=84	passage number=2										
SRX23335289	EZH2	Epidermis	Dermal fibroblast	source_name=dermal fibroblasts	cell type=dermal fibroblasts	age=97	passage number=2										
SRX23335290	EZH2	Epidermis	Dermal fibroblast	source_name=dermal fibroblasts	cell type=dermal fibroblasts	age=86	passage number=2										
SRX23335291	EZH2	Blood	CD4+ T cells	source_name=CD4 T-cells	cell type=CD4 T-cells	age=23	passage number=None										
SRX23335292	EZH2	Blood	CD4+ T cells	source_name=CD4 T-cells	cell type=CD4 T-cells	age=17	passage number=None										
SRX23335293	EZH2	Blood	CD4+ T cells	source_name=CD4 T-cells	cell type=CD4 T-cells	age=17	passage number=None										
SRX23383574	TP63	Epidermis	Keratinocytes	source_name=epidermis	tissue=epidermis	"cell line=primary, neonatal keratinocytes"	cell type=progenitor										
SRX23383575	TP63	Epidermis	Keratinocytes	source_name=epidermis	tissue=epidermis	"cell line=primary, neonatal keratinocytes"	cell type=progenitor										
SRX23383576	TP63	Epidermis	Keratinocytes	source_name=epidermis	tissue=epidermis	"cell line=primary, neonatal keratinocytes"	cell type=differentiated										
SRX23383577	TP63	Epidermis	Keratinocytes	source_name=epidermis	tissue=epidermis	"cell line=primary, neonatal keratinocytes"	cell type=differentiated										
SRX2339191	CREBBP	Blood	B cells	source_name=germinal center B cells from human reactive tonsil	tissue=tonsil	cell type=germinal center B cell											
SRX2339193	CREBBP	Blood	B cells	source_name=germinal center B cells from human reactive tonsil	tissue=tonsil	cell type=germinal center B cell											
SRX2343936	EP300	Cardiovascular	Large pulmonary artery endothelial cells	source_name=Large pulmonary artery endothelial cells	tissue=Large pulmonary artery endothelial cells	passages=6											
SRX2343937	EP300	Cardiovascular	Large pulmonary artery endothelial cells	source_name=Large pulmonary artery endothelial cells	tissue=Large pulmonary artery endothelial cells	passages=6											
SRX23548768	TP53	Cardiovascular	Vascular smooth muscle cells	source_name=vascular smooth muscle cell	cell type=vascular smooth muscle cell	genotype=control											
SRX2367967	SP140	Blood	Macrophages	source_name=primary human macrophages	cell type=macrophage	lps treatment=no LPS treatment											
SRX2464015	EP300	Blood	CD8+ T cells	source_name=Naïve CD8+ T cells at rest	tissue=Peripheral Blood	cell type=Naive CD8+ T cells	cell markers=CD3+CD8+CD4-CD45RO-CD27+										
SRX2464016	EP300	Blood	CD8+ T cells	source_name=Memory CD8+ T cells at rest	tissue=Peripheral Blood	cell type=Memory CD8+ T cells	cell markers=CD3+CD8+CD4-CD45RO+										
SRX24727517	STAT6	Blood	Monocytes	source_name=blood	tissue=blood	cell type=monocyte											
SRX24727518	STAT6	Blood	Monocytes	source_name=blood	tissue=blood	cell type=monocyte											
SRX24727519	STAT6	Blood	Monocytes	source_name=blood	tissue=blood	cell type=monocyte											
SRX24727520	STAT6	Blood	Monocytes	source_name=blood	tissue=blood	cell type=monocyte											
SRX24727521	STAT6	Blood	Monocytes	source_name=blood	tissue=blood	cell type=monocyte											
SRX2481500	TAL1	Blood	Erythroid Precursor Cells	source_name=Erythroid precursor cells	tissue=peripheral blood	cell type=CD34+ HSPC derived erythroid precursors	culture days=6 days expansion followed by 6 days differentiation										
SRX248930	ERG	Blood	CD34+	source_name=CD34+ cells	cell type=CD34+ cells												
SRX248931	FLI1	Blood	CD34+	source_name=CD34+ cells	cell type=CD34+ cells												
SRX248932	TAL1	Blood	CD34+	source_name=CD34+ cells	cell type=CD34+ cells												
SRX248933	LYL1	Blood	CD34+	source_name=CD34+ cells	cell type=CD34+ cells												
SRX248934	GATA2	Blood	CD34+	source_name=CD34+ cells	cell type=CD34+ cells												
SRX248935	RUNX1	Blood	CD34+	source_name=CD34+ cells	cell type=CD34+ cells												
SRX248936	LMO2	Blood	CD34+	source_name=CD34+ cells	cell type=CD34+ cells												
SRX25605816	DNA-RNA hybrid	Epidermis	Foreskin	source_name=Foreskin	tissue=Foreskin	cell line=HFKs	cell type=Keratinocytes	treatment=None									
SRX25605817	DNA-RNA hybrid	Epidermis	Foreskin	source_name=Foreskin	tissue=Foreskin	cell line=HFKs	cell type=Keratinocytes	treatment=None									
SRX257000	RELA	Blood	Lymphoblastoid cell line	"source_name=NFkappaB ChIP-seq, EtOH"	cell type=LCL	treatment=EtOH											
SRX2630286	NR2F2	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630287	NR2F2	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630318	JUND	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630319	JUND	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630358	RAD21	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630359	RAD21	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630360	ATF3	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630361	ATF3	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630462	TAF1	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2630463	TAF1	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2635807	NR2F2	Liver	Liver	tissue=liver	age=32 year	donor ID=ENCDO060AAA	dev stage=adult	sample type=tissue	health state=healthy with non-obstructive CAD (coronary artery disease)								
SRX2635821	ZBTB33	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2635822	ZBTB33	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2635825	GABPA	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2635826	GABPA	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2635877	FOXA1	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
SRX2635878	FOXA1	Liver	Liver	age=4 year	dev stage=child	donor ID=ENCDO882MMZ	tissue=liver	health state=healthy	sample type=tissue								
