Experiment,source_name,tissue,chip_antibody,Library Name,cell_type,cell_line,Individual,isolate,AGE,genotype,Experimental_Factor:_immunoprecipitate (exp),Developmental_stage,Organism_part,disease,sample_type,Experimental_Factor:_compound (exp),donor_id,metastatic_site,dev_stage,health_state,treatment,disease_stage,Source,Experimental_Factor:_dose (exp),disease_state,hbv_genotype,antibody,ChIP,chip_antibody_vendor,replicate,genotype/variation,agent,genotype/antibody,Sample_id,strain,cell_description,infection,controlid,datatype_description,datatype,treatment_description,vendor,tissue_type,read_name_barcode_proc_directive (run),antibody_antibodydescription,antibody_targetdescription,antibody_vendorid,antibody_vendorname,labexpid,Protocol_description,protocol,cell_lineage,cell_sex,replicate_description,bio_material,Development_stage,cell_karyotype,developmental_stage/tissue,tranduced_with,treated_with,Experimental_Factor:_genotype (exp),cell_organism,cell,chip_target,Experimental_Factor:_sex (exp),replication,target,Experimental_Factor:_cell_line (exp),chip-antibody,clinical_history,Experimental_Factor:_cell_type (exp),geographic_location_(country_and/or_sea),softwareversion,specimen_with_known_storage_state,treatment/condition,tumor_stage,tumour_stage,type,Experimental_Factor:_OrganismPart (exp),lab_description,actual_read_length (run),affectedstatus,Experimental_Factor:_KNOCK_DOWN (exp),tag,antibodies,catalog_number,chip_antibody_catalog,chip_antibody_provider,Experimental_Factor:_developmental_stage (exp)
SRX2858138,liver cancer cell,,,,Hepatocellular carcinoma,Bel-7402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anti-TFCP2 (CST #80784),,,,
SRX2858139,liver cancer cell,,,,Hepatocellular carcinoma,Bel-7402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anti-YAP (CST #14074),,,,
SRX2858140,liver cancer cell,,,,Hepatocellular carcinoma,Bel-7402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anti-YAP (CST #14074),,,,
SRX2858141,liver cancer cell,,,,Hepatocellular carcinoma,Bel-7402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anti-YAP (CST #14074),,,,
SRX2708814,Input_HepG2,,none (input),,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708816,Input_Huh7,,none (input),,liver cancer cell line,Huh7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708817,Input_Huh7,,none (input),,liver cancer cell line,Huh7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708820,MCRS1_Huh7,,MCRS1,,liver cancer cell line,Huh7,,,,,,,,,,,,,,,,,,,,,,,protein-tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708821,MCRS1_Huh7,,MCRS1,,liver cancer cell line,Huh7,,,,,,,,,,,,,,,,,,,,,,,protein-tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708823,RUVBL1_HepG2,,RUVBL1,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,bethyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708824,RUVBL2_HepG2,,RUVBL2,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,bethyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708830,HepG2_DMSO_H3K27ac,,H3K27ac,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,active motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708830,HepG2_DMSO_H3K27ac,,H3K27ac,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,active motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708831,HepG2_DMSO_H3K27ac,,H3K27ac,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,active motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708831,HepG2_DMSO_H3K27ac,,H3K27ac,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,active motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708832,HepG2_DMSO_Input,,none (input),,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708832,HepG2_DMSO_Input,,none (input),,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708833,HepG2_DMSO_Input,,none (input),,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DMSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708834,HepG2_EPZ_H3K27ac,,H3K27ac,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,active motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.0uM EPZ-6438 ( MedChemExpress\\, HY-13803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708834,HepG2_EPZ_H3K27ac,,H3K27ac,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,active motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.0uM EPZ-6438 ( MedChemExpress\\, HY-13803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708835,HepG2_EPZ_H3K27ac,,H3K27ac,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,active motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.0uM EPZ-6438 ( MedChemExpress\\, HY-13803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708835,HepG2_EPZ_H3K27ac,,H3K27ac,,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,active motif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.0uM EPZ-6438 ( MedChemExpress\\, HY-13803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708836,HepG2_EPZ_Input,,none (input),,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.0uM EPZ-6438 ( MedChemExpress\\, HY-13803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708836,HepG2_EPZ_Input,,none (input),,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.0uM EPZ-6438 ( MedChemExpress\\, HY-13803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX2708837,HepG2_EPZ_Input,,none (input),,liver cancer cell line,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.0uM EPZ-6438 ( MedChemExpress\\, HY-13803)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX9515363,CRC cell line,colorectal cancer,none,,,KM12C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX9515364,CRC cell line,colorectal cancer,"anti-H3K27ac (Abcam\\, ab4729)",,,KM12C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX9515366,CRC cell line,liver metastasis,"anti-H3K27ac (Abcam\\, ab4729)",,,KM12SM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6416950,cell line,,JARID2,,liver carcinoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6416951,cell line,,JARID2,,liver carcinoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6416952,cell line,,None,,liver carcinoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6416953,cell line,,None,,liver carcinoma cells,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6416962,cell line,,H3K27me3,,normal liver epithelial cells,THLE-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6416963,cell line,,H3K27me3,,normal liver epithelial cells,THLE-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8406496,Patient liver met mCRPC biopsy,CRPC met,H3K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,Diagenode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8406497,Patient liver met mCRPC biopsy,CRPC met,H3K27ac,,,,,,,,,,,,,,,,,,,,,,,,,,Diagenode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8453158,H3K27me3 ChIP Sample 5 liver,liver,,,,,,,,,,,,,,,,,,,,,,,metastatic castration resistant prostate cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sigma-Aldrich\\, 07-449\\, lot#2826067",,,,,,,,,,,,,,,,,,,,
SRX8453162,Input Sample 5 liver,liver,,,,,,,,,,,,,,,,,,,,,,,metastatic castration resistant prostate cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX8453143,AR ChIP Sample 5 liver,liver,,,,,,,,,,,,,,,,,,,,,,,metastatic castration resistant prostate cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millipore\\, 06-680\\, lot#2489005&2943813",,,,,,,,,,,,,,,,,,,,
SRX8453146,CTCF ChIP Sample 5 liver,liver,,,,,,,,,,,,,,,,,,,,,,,metastatic castration resistant prostate cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Millipore\\, 07-729\\, lot#2887267",,,,,,,,,,,,,,,,,,,,
SRX8453150,FOXA1 ChIP Sample 5 liver,liver,,,,,,,,,,,,,,,,,,,,,,,metastatic castration resistant prostate cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abcam\\, ab5089\\, lot#GR20766-16",,,,,,,,,,,,,,,,,,,,
SRX8453154,H3K27ac ChIP Sample 5 liver,liver,,,,,,,,,,,,,,,,,,,,,,,metastatic castration resistant prostate cancer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Active Motif\\, 39133\\, lot#31814008",,,,,,,,,,,,,,,,,,,,
SRX6657886,FACS-sorted memory Tregs,,"anti-ATF6 (sc-166659\\, lot # K1617\\, Santa Cruz Biotechnology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,denovo Autoimmune hepatitis,,FACS-sorted memory Tregs from blood,,,,,
SRX6657887,FACS-sorted memory Tregs,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,denovo Autoimmune hepatitis,,FACS-sorted memory Tregs from blood,,,,,
SRX6657888,FACS-sorted memory Tregs,,"anti-ATF6 (sc-166659\\, lot # K 1617\\, Santa Cruz Biotechnology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acute rejection,,FACS-sorted memory Tregs from blood,,,,,
SRX6657890,FACS-sorted memory Tregs,,"anti-ATF6 (sc-166659\\, lot # K1617\\, Santa Cruz Biotechnology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthy Control,,FACS-sorted memory Tregs from blood,,,,,
SRX6657892,FACS-sorted memory Tregs,,"anti-ATF6 (sc-166659\\, lot # K 1617\\, Santa Cruz Biotechnology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto-immune hepatitis,,FACS-sorted memory Tregs from blood,,,,,
SRX6657893,FACS-sorted memory Tregs,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto-immune hepatitis,,FACS-sorted memory Tregs from blood,,,,,
SRX6657894,FACS-sorted memory Tregs,,"anti-ATF6 (sc-166659\\, lot # K 1617\\, Santa Cruz Biotechnology)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liver transplanted control,,FACS-sorted memory Tregs from blood,,,,,
SRX9370421,HepG2 cells,,"ING5 (Proteintech\\, 10665-1-AP)",,,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX9370422,HepG2 cells,,none,,,HepG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6493796,liver,,,,,,,,,,,,,hepatocellular carcinoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6493797,liver,,,,,,,,,,,,,hepatocellular carcinoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6699759,hepatocellular carcinoma cells,liver,ß-catenin (CST),,HCC-derived liver cancer cells,HepG2,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6699760,hepatocellular carcinoma cells,liver,ß-catenin (CST),,HCC-derived liver cancer cells,HepG2,,,,,,,,,,,,,,,Dox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6699761,hepatocellular carcinoma cells,liver,FLAG(Abcam),,HCC-derived liver cancer cells,HepG2,,,,,,,,,,,,,,,Dox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6699762,hepatocellular carcinoma cells,liver,none,,HCC-derived liver cancer cells,HepG2,,,,,,,,,,,,,,,Dox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6699763,hepatocellular carcinoma cells,liver,none,,HCC-derived liver cancer cells,HepG2,,,,,,,,,,,,,,,Control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX6699764,hepatocellular carcinoma cells,liver,none,,HCC-derived liver cancer cells,HepG2,,,,,,,,,,,,,,,Dox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829233,U2OS cells,,BMAL1,,,,,,,GFP overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829234,U2OS cells,,BMAL1,,,,,,,GFP overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829235,U2OS cells,,BMAL1,,,,,,,GFP overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829236,U2OS cells,,BMAL1,,,,,,,HNF4A overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829237,U2OS cells,,BMAL1,,,,,,,HNF4A overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829238,U2OS cells,,BMAL1,,,,,,,HNF4A overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829239,U2OS cells,,H3K4me1,,,,,,,GFP overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829240,U2OS cells,,H3K4me1,,,,,,,GFP overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829241,U2OS cells,,H3K4me1,,,,,,,HNF4A overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829242,U2OS cells,,H3K4me1,,,,,,,HNF4A overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829243,U2OS cells,,H3K27ac,,,,,,,GFP overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829244,U2OS cells,,H3K27ac,,,,,,,GFP overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829245,U2OS cells,,H3K27ac,,,,,,,HNF4A overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829246,U2OS cells,,H3K27ac,,,,,,,HNF4A overexpressed,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829247,Hep3B cells,,BMAL1,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,Hep3B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829248,Hep3B cells,,BMAL1,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,Hep3B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829249,Hep3B cells,,BMAL1,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,Hep3B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829250,Hep3B cells,,HNF4A,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,Hep3B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829251,Hep3B cells,,HNF4A,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,Hep3B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829252,Hep3B cells,,HNF4A,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,Hep3B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829253,HepG2 cells,,HNF4A,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829254,HepG2 cells,,HNF4A,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829255,HepG2 cells,,HNF4A,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829292,Hep3B cells,,,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,Hep3B cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10829293,U2OS cells,,,,,,,,,wild type,,,,,,,,,,,,,,,,,,,,,,,,,U2OS cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223846,"HNRNPK IP with antisense control\\, replicate 1",,"HNRNPK (Proteintech\\, Catalog: 11426-1-AP\\, Lot: 00022887)",,,HCT116,,,,,,,,,,,,,,,antisense control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223848,"HNRNPK IP with antisense control\\, replicate 2",,"HNRNPK (Proteintech\\, Catalog: 11426-1-AP\\, Lot: 00022887)",,,HCT116,,,,,,,,,,,,,,,antisense control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223850,"HNRNPK IP with CRLM1 overexpression\\, replicate 1",,"HNRNPK (Proteintech\\, Catalog: 11426-1-AP\\, Lot: 00022887)",,,HCT116,,,,,,,,,,,,,,,CRLM1 overexpression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223851,"HNRNPK IP with CRLM1 overexpression\\, replicate 2",,"HNRNPK (Proteintech\\, Catalog: 11426-1-AP\\, Lot: 00022887)",,,HCT116,,,,,,,,,,,,,,,CRLM1 overexpression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223853,"HNRNPK IP with empty control\\, replicate 1",,"HNRNPK (Proteintech\\, Catalog: 11426-1-AP\\, Lot: 00022887)",,,HCT116,,,,,,,,,,,,,,,empty control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223855,"HNRNPK IP with empty control\\, replicate 2",,"HNRNPK (Proteintech\\, Catalog: 11426-1-AP\\, Lot: 00022887)",,,HCT116,,,,,,,,,,,,,,,empty control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223857,"Input DNA with antisense control\\, replicate 1",,none,,,HCT116,,,,,,,,,,,,,,,antisense control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223859,"Input DNA with antisense control\\, replicate 2",,none,,,HCT116,,,,,,,,,,,,,,,antisense control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223860,"Input DNA with CRLM1 overexpression\\, replicate 1",,none,,,HCT116,,,,,,,,,,,,,,,CRLM1 overexpression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223862,"Input DNA with CRLM1 overexpression\\, replicate 2",,none,,,HCT116,,,,,,,,,,,,,,,CRLM1 overexpression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223863,"Input DNA with empty control\\, replicate 1",,none,,,HCT116,,,,,,,,,,,,,,,empty control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX10223865,"Input DNA with empty control\\, replicate 2",,none,,,HCT116,,,,,,,,,,,,,,,empty control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX12592705,liver,liver,none,GSM5624433,hepatocyte,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX12592704,liver,liver,none,GSM5624432,hepatocyte,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRX12592703,liver,liver,"c-Myc antibody (CST\\, #9402)",GSM5624431,hepatocyte,HepG2 cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
