0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
SRX15003485	HNRNPA2B1	Adipocyte	Adipose-derived stem cells	NA	54665161,90.7,19.5,1503	GSM6068274: hs GF ASC hnRNPA2B1 Sub4; Homo sapiens; ChIP-Seq	source_name=GF (gluteofemoral) adipose tissue	tissue=GF (gluteofemoral) adipose tissue	cell line=hASCs	cell type=human adipose derived stem cells	treatment=none	chip antibody=hnRNPA2B1 (Novus Biologicals NB120-6102)																						
SRX15036323	GATA3	Blood	CD4+ T cells	NA	36656657,84.6,6.4,1154	GSM6070508: Myla CD4+ cells, GATA3; Homo sapiens; ChIP-Seq	source_name=Myla CD4+	cell line=Myla CD4+	cell type=cutaneous T lymphocyte	chip antibody=GATA3(CST, #5852S)																								
SRX151229	SMC1A	Blood	Lymphoblastoid cells	NA	28208923,86.1,37.1,15990	GSM941218: ChIP-Seq for Smc1 in hLCL; Homo sapiens; ChIP-Seq	source_name=Lymphoblastoid cells	chip antibody=Smc1	antibody catalog number=Bethyl A300-055A	cell type=HLS554P																								
SRX151230	NIPBL	Blood	Lymphoblastoid cells	NA	24943933,84.5,28.1,7813	GSM941219: ChIP-Seq for Nipbl in hLCL; Homo sapiens; ChIP-Seq	source_name=Lymphoblastoid cells	chip antibody=Nipbl	antibody catalog number=Bethyl A301-779A	cell type=HLS554P																								
SRX15426928	HEXIM1	Epidermis	Keratinocytes	MeSH Description=Epidermal cells which synthesize keratin and undergo characteristic changes as they move upward from the basal layers of the epidermis to the cornified (horny) layer of the skin. Successive stages of differentiation of the keratinocytes forming the epidermal layers are basal cell, spinous or prickle cell, and the granular cell.	32689037,98.3,15.7,991	GSM6181370: ChIP HEXIM1 UD r2; Homo sapiens; ChIP-Seq	source_name=human keratinoctyes	cell type=primary human neonatal keratinocytes	treatment=None, undifferentiated keratinocytes	chip antibody=Rabbit anti-HEXIM1, Abcam, Cat#ab25388																								
SRX1547996	TP53	Epidermis	Dermal fibroblast	NA	53984227,86.5,53.7,3693	GSM2046276: EM2; Homo sapiens; ChIP-Seq	source_name=foreskin HDF, DMSO, IP	cell line=foreskin HDF	passage=p4	chip antibody=p53-DO1 (Santa Cruz, catalog# sc126, lot#K2613)	treatment=DMSO																							
SRX1547998	TP53	Epidermis	Dermal fibroblast	NA	52699131,87.6,69.0,5100	GSM2046278: EM4; Homo sapiens; ChIP-Seq	source_name=foreskin HDF, Nutlin, IP	cell line=foreskin HDF	passage=p4	chip antibody=p53-DO1 (Santa Cruz, catalog# sc126, lot#K2613)	treatment=Nutlin-3a 10 μM																							
SRX1548204	E2F1	Cardiovascular	Wharton Jelly	MeSH Description=Jelly-like connective tissue of the UMBILICAL CORD that contains MESENCHYMAL STROMAL CELLS.	28044713,98.7,53.9,901	GSM2046831: ID01.E2F1; Homo sapiens; ChIP-Seq	source_name=umbilical cord wharton's jelly	chip antibody=E2F1 (10ug Santa Cruz, sc-193X)	number of cells=8 million	cell type=Mesenchymal stem cells	agasga=SGA																							
SRX1548205	E2F1	Cardiovascular	Wharton Jelly	MeSH Description=Jelly-like connective tissue of the UMBILICAL CORD that contains MESENCHYMAL STROMAL CELLS.	27400962,98.8,58.1,1722	GSM2046832: ID56.E2F1; Homo sapiens; ChIP-Seq	source_name=umbilical cord wharton's jelly	chip antibody=E2F1 (10ug Santa Cruz, sc-193X)	number of cells=8 million	cell type=Mesenchymal stem cells	agasga=SGA																							
SRX1548206	E2F1	Cardiovascular	Wharton Jelly	MeSH Description=Jelly-like connective tissue of the UMBILICAL CORD that contains MESENCHYMAL STROMAL CELLS.	31834429,98.8,49.6,1347	GSM2046833: ID75.E2F1; Homo sapiens; ChIP-Seq	source_name=umbilical cord wharton's jelly	chip antibody=E2F1 (10ug Santa Cruz, sc-193X)	number of cells=8 million	cell type=Mesenchymal stem cells	agasga=SGA																							
SRX1548207	E2F1	Cardiovascular	Wharton Jelly	MeSH Description=Jelly-like connective tissue of the UMBILICAL CORD that contains MESENCHYMAL STROMAL CELLS.	29574016,98.2,64.7,3107	GSM2046834: ID44.E2F1; Homo sapiens; ChIP-Seq	source_name=umbilical cord wharton's jelly	chip antibody=E2F1 (10ug Santa Cruz, sc-193X)	number of cells=8 million	cell type=Mesenchymal stem cells	agasga=AGA																							
SRX1548208	E2F1	Cardiovascular	Wharton Jelly	MeSH Description=Jelly-like connective tissue of the UMBILICAL CORD that contains MESENCHYMAL STROMAL CELLS.	16973861,98.9,33.9,1393	GSM2046835: ID57.E2F1; Homo sapiens; ChIP-Seq	source_name=umbilical cord wharton's jelly	chip antibody=E2F1 (10ug Santa Cruz, sc-193X)	number of cells=8 million	cell type=Mesenchymal stem cells	agasga=AGA																							
SRX1548209	E2F1	Cardiovascular	Wharton Jelly	MeSH Description=Jelly-like connective tissue of the UMBILICAL CORD that contains MESENCHYMAL STROMAL CELLS.	31278594,98.1,54.7,1283	GSM2046836: ID60.E2F1; Homo sapiens; ChIP-Seq	source_name=umbilical cord wharton's jelly	chip antibody=E2F1 (10ug Santa Cruz, sc-193X)	number of cells=8 million	cell type=Mesenchymal stem cells	agasga=AGA																							
SRX15600232	AHR	Liver	Hepatocytes	MeSH Description=The main structural component of the LIVER. They are specialized EPITHELIAL CELLS that are organized into interconnected plates called lobules.	37498205,87.3,20.5,1135	GSM6213902: ChIP primary hepatocytes VC; Homo sapiens; ChIP-Seq	source_name=liver	tissue=liver	cell type=hepatocytes	treatment=vehicle control (0.1% DMSO) for 24h	chip antibody=AhR (ENZO Lifesciences, BML-SA210, Lot# 01031447)																							
SRX15600233	AHR	Liver	Hepatocytes	MeSH Description=The main structural component of the LIVER. They are specialized EPITHELIAL CELLS that are organized into interconnected plates called lobules.	36371860,88.5,30.2,810	GSM6213903: ChIP primary hepatocytes TCDD; Homo sapiens; ChIP-Seq	source_name=liver	tissue=liver	cell type=hepatocytes	treatment=1nM TCDD for 24h	chip antibody=AhR (ENZO Lifesciences, BML-SA210, Lot# 01031447)																							
SRX15710546	CTCF	Blood	B cells	NA	59677529,98.2,55.2,13865	GSM6244235: Bcell CTCF 1; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Bcell_CTCF	antibody=CTCF (07-729, Merck Millipore)	treatment=NT	cell line/type=Bcell																								
SRX15710548	MAU2	Blood	B cells	NA	65519742,99.0,12.2,2002	GSM6244237: Bcell Mau2 1; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Bcell_Mau2	antibody=Mau2 (ab46906, Abcam)	treatment=NT	cell line/type=Bcell																								
SRX15710549	RAD21	Blood	B cells	NA	54520709,99.2,21.9,8061	GSM6244238: Bcell Rad21 1; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Bcell_Rad21	antibody=Rad21 (PMID: 26051894)	treatment=NT	cell line/type=Bcell																								
SRX15710550	MAU2	Others	Fibroblasts	NA	45622173,95.5,38.5,53390	GSM6244239: Fibroblast Mau2 1; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_Mau2	antibody=Mau2 (ab46906, Abcam)	treatment=NT	cell line/type=Fibroblast																								
SRX15710551	MAU2	Others	Fibroblasts	NA	34739750,99.3,5.8,9769	GSM6244240: Fibroblast Mau2 2; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_Mau2	antibody=Mau2 (ab46906, Abcam)	treatment=NT	cell line/type=Fibroblast																								
SRX15710552	NIPBL	Others	Fibroblasts	NA	45137232,97.7,21.5,10990	GSM6244241: Fibroblast NIPBL 1; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_NIPBL	antibody=NIPBL (sc-374625, Santa Cruz Biotechnology)	treatment=NT	cell line/type=Fibroblast																								
SRX15710553	RAD21	Others	Fibroblasts	NA	43677388,99.5,5.5,7823	GSM6244242: Fibroblast Rad21 1; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_Rad21	antibody=Rad21 (PMID: 26051894)	treatment=NT	cell line/type=Fibroblast																								
SRX15710554	STAG1	Others	Fibroblasts	NA	38484734,98.4,35.1,38126	GSM6244243: Fibroblast SA1 1; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_SA1	antibody=SA1 (ab4457, Abcam)	treatment=NT	cell line/type=Fibroblast																								
SRX15710555	STAG1	Others	Fibroblasts	NA	39887549,99.2,10.2,12650	GSM6244244: Fibroblast SA1 2; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_SA1	antibody=SA1 (ab4457, Abcam)	treatment=NT	cell line/type=Fibroblast																								
SRX15710556	STAG2	Others	Fibroblasts	NA	51407163,98.7,6.9,1585	GSM6244245: Fibroblast SA2 1; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_SA2	antibody=SA2 (ab4463, Abcam)	treatment=NT	cell line/type=Fibroblast																								
SRX15710557	STAG2	Others	Fibroblasts	NA	41127847,97.2,39.0,35653	GSM6244246: Fibroblast SA2 2; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_SA2	antibody=SA2 (ab4463, Abcam)	treatment=NT	cell line/type=Fibroblast																								
SRX15710558	STAG2	Others	Fibroblasts	NA	34554649,98.1,32.4,15555	GSM6244247: Fibroblast SA2 3; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_SA2	antibody=SA2 (ab4463, Abcam)	treatment=NT	cell line/type=Fibroblast																								
SRX15710559	STAG2	Others	Fibroblasts	NA	32785897,98.5,5.3,1382	GSM6244248: Fibroblast SA2 4; Homo sapiens; ChIP-Seq	source_name=ChIPseq_Fibroblast_SA2	antibody=SA2 (ab4463, Abcam)	treatment=NT	cell line/type=Fibroblast																								
SRX15717771	HNF4A	Pancreas	Pancreatic islets	NA	28834546,99.9,8.1,1335	GSM6248574: Islets HNF4A H1415 - chip; Homo sapiens; ChIP-Seq	source_name=Human islets	cell type=Primary human islets	chip antibody=HNF4A (R&amp;D Systems, H1415)	treatment=untreated	geo_loc_name=missing	collection_date=missing																						
SRX15717773	HNF1A	Pancreas	Pancreatic islets	NA	28303183,100.0,8.0,230	GSM6248576: Islets HNF1A ab96777 - chip; Homo sapiens; ChIP-Seq	source_name=Human islets	cell type=Primary human islets	chip antibody=HNF1A (Abcam, ab96777)	treatment=untreated	geo_loc_name=missing	collection_date=missing																						
SRX15891788	TP63	Others	Limbal stem cells	NA	38923085,92.9,18.8,35432	GSM6266882: LSC p63 1; Homo sapiens; ChIP-Seq	source_name=LSC_aberdam	cell line=LSC_aberdam	cell type=Limbal stem cells	chip antibody=Santa Cruz #H129, 1 μg, recognizing the C-terminal α tail of p63	geo_loc_name=missing	collection_date=missing																						
SRX15891789	TP63	Others	Limbal stem cells	NA	20869297,90.8,3.6,5237	GSM6266883: LSC p63 2; Homo sapiens; ChIP-Seq	source_name=LSC_aberdam	cell line=LSC_aberdam	cell type=Limbal stem cells	chip antibody=Santa Cruz #H129, 1 μg, recognizing the C-terminal α tail of p63	geo_loc_name=missing	collection_date=missing																						
SRX1603678	TP63	Epidermis	Differentiated keratinocytes	NA	22347527,96.6,2.5,1705	GSM2074752: ChIP-Seq analysis of p63 in human differentiated keratinocytes (DK); Homo sapiens; ChIP-Seq	source_name=DK	cell type=Differentiated Keratinocytes	chip antibody=p63 (4A4)	chip antibody vendor=Santa Cruz Biotechnology	chip antibody lot number=C1512																							
SRX160843	GATA1	Blood	CD34+	NA	117845316,93.2,74.4,13619	GSM970257: GATA1-F; Homo sapiens; ChIP-Seq	source_name=Human primary fetal proerythroblasts (ProEs)	tissue=CD34+ HSPC-derived proerythroblasts	developmental stage=2-trimester fetal liver	chip antibody=GATA1	vendor=Abcam																							
SRX160844	GATA1	Blood	CD34+	NA	125754149,92.8,30.8,133042	GSM970258: GATA1-A; Homo sapiens; ChIP-Seq	source_name=Human primary adult proerythroblasts (ProEs)	tissue=CD34+ HSPC-derived proerythroblasts	developmental stage=adult bone marrow	chip antibody=GATA1	vendor=Abcam																							
SRX160847	IRF2	Blood	CD34+	NA	158476103,89.5,48.4,4636	GSM970261: IRF2-A; Homo sapiens; ChIP-Seq	source_name=Human primary adult proerythroblasts (ProEs)	tissue=CD34+ HSPC-derived proerythroblasts	developmental stage=adult bone marrow	chip antibody=IRF2	vendor=Abcam and Millipore																							
SRX1614802	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	23697457,99.8,79.8,318	GSM2081229: B188 iDC script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=none	treatment time=0h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614803	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	28304510,95.6,61.3,1790	GSM2081230: B188 iDC 1h script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=R848	treatment time=1h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614804	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	27154885,96.5,75.3,2247	GSM2081231: B188 iDC 24h script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=R848	treatment time=24h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614805	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	30482372,98.0,57.6,10977	GSM2081232: B190 iDC script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=none	treatment time=0h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614806	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	39481616,98.6,34.6,2557	GSM2081233: B190 iDC 1h script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=R848	treatment time=1h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614807	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	33923102,98.0,60.6,12909	GSM2081234: B190 iDC 24h script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=R848	treatment time=24h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614808	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	37515459,97.3,45.7,20759	GSM2081235: B198 iDC script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=none	treatment time=0h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614809	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	31285170,91.3,79.6,525	GSM2081236: B198 iDC 1h script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=R848	treatment time=1h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614810	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	39939004,98.4,37.3,15456	GSM2081237: B198 iDC 24h script; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=R848	treatment time=24h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1614811	ZNF366	Blood	Dendritic Cells	MeSH Description=ANTIGEN-PRESENTING CELLS of dendritic cell morphology found in the LYMPH NODES and other lymphoid tissues.	38206219,99.4,44.5,6341	GSM2081238: B188 iDC H3K27ac; Homo sapiens; ChIP-Seq	source_name=monocyte-derived dendritic cells	cell type=monocyte-derived dendritic cells	treatment=none	treatment time=0h	chip antibody=DC-SCRIPT/ZNF366 (cat# AF4707, lot# CALX011009A, R&amp;D Systems)																							
SRX1629831	OVOL2	Others	Epithelium, Corneal	MeSH Description=Stratified squamous epithelium that covers the outer surface of the CORNEA. It is smooth and contains many free nerve endings.	20141619,98.8,11.1,727	GSM2086970: hCEC-OVOL2; Homo sapiens; ChIP-Seq	source_name=primary corneal epithelium cell	cell type=corneal epithelium cell	chip antibody=OVOL2	vendor=SantaCruz Biotech																								
SRX16495311	CTCF	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	24876637,98.1,7.7,33998	GSM6347199: TF ChIP-seq from right lobe of liver (ENCLB570ZKM); Homo sapiens; ChIP-Seq	age=47 year	sample type=tissue	tissue=right lobe of liver	sex=female	health state=DM: no; HTN: yes; CAD: no	dev stage=adult	donor ID=ENCDO912EIY	lab=Bradley Bernstein, Broad	source=Shin Lin																			
SRX16495312	CTCF	Liver	Liver	MeSH Description=A large lobed glandular organ in the abdomen of vertebrates that is responsible for detoxification, metabolism, synthesis and storage of various substances.	26970577,98.7,8.0,34626	GSM6347200: TF ChIP-seq from right lobe of liver (ENCLB377ZMO); Homo sapiens; ChIP-Seq	age=47 year	sample type=tissue	tissue=right lobe of liver	sex=female	health state=DM: no; HTN: yes; CAD: no	dev stage=adult	donor ID=ENCDO912EIY	lab=Bradley Bernstein, Broad	source=Shin Lin																			
